,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
65,65,H,YPCl,Y,P,Cl,391517-2,3.69,3.69,19.11,90.0,90.0,120.0,P 3 m 1,-16.55,-2.96,,,,,6.12,58.29,6.12,58.29,,,,,0.0,8.69,8.69,1.38,2.12,2.12,0.02,3.06,3.06,0.52,-1.57,-1.57,-0.15,-1.49,-1.49,-0.37,YPP,YClCl,0.61,-6.13,-6.13,0.61,-0.2
66,66,H,YPF,Y,P,F,391509-2,3.49,3.49,19.11,90.0,90.0,120.0,P 3 m 1,-18.43,-4.83,,,,,7.13,70.72,7.13,70.72,,,,,0.0,6.63,6.63,1.31,2.26,2.26,0.05,2.8,2.81,0.71,-1.3,-1.3,-0.11,-1.5,-1.5,-0.6,YPP,YFF,0.61,-9.81,-9.81,0.61,-0.23
67,67,H,YPI,Y,P,I,391553-2,4.31,4.31,19.11,90.0,90.0,120.0,P 3 m 1,-15.46,-2.33,,,,,34.6,19.0,34.6,19.0,,,,,0.0,2.8,2.8,1.38,1.2,1.2,0.01,3.46,3.46,0.38,-2.49,-2.49,-0.14,-0.97,-0.97,-0.24,YPP,YII,0.61,-4.24,-4.24,0.61,-0.52
68,68,H,YSbBr,Y,Sb,Br,395135-2,3.76,3.76,19.11,90.0,90.0,120.0,P 3 m 1,-15.01,-2.94,,,,,-48.54,91.31,-48.54,91.31,,,,,0.0,15.67,15.67,1.5,25.13,25.05,0.01,-2.73,-2.73,0.33,3.54,3.53,-0.03,-0.8,-0.8,-0.3,YSbSb,YBrBr,-0.68,-5.36,-5.36,-0.68,0.08
69,69,H,YSbCl,Y,Sb,Cl,395117-2,3.67,3.67,19.11,90.0,90.0,120.0,P 3 m 1,-15.72,-3.37,,,,,31.12,30.5,31.12,30.5,,,,,0.0,15.1,15.1,1.47,12.58,12.55,0.02,-1.86,-1.85,0.36,2.96,2.96,-0.01,-1.1,-1.1,-0.35,YSbSb,YClCl,-0.68,-6.13,-6.13,-0.68,0.04
70,70,H,YSbF,Y,Sb,F,395109-2,3.47,3.47,19.11,90.0,90.0,120.0,P 3 m 1,-17.65,-5.28,,,,,28.5,48.58,28.5,48.58,,,,,0.0,13.85,13.85,1.39,7.91,7.89,0.04,0.29,0.29,0.56,2.06,2.06,0.01,-2.35,-2.35,-0.57,YSbSb,YFF,-0.68,-9.81,-9.81,-0.68,-0.04
71,71,H,YSbI,Y,Sb,I,395153-2,3.95,3.95,19.11,90.0,90.0,120.0,P 3 m 1,-14.18,-2.29,,,,,10.08,37.75,9.5,37.75,,,,,0.0,7.53,7.53,1.54,0.76,0.76,0.01,1.1,1.11,0.34,0.13,0.12,-0.1,-1.23,-1.23,-0.24,YSbSb,YII,-0.68,-4.24,-4.24,-0.68,0.17
72,72,H,ScOS,Sc,O,S,210816-2,3.19,3.19,19.11,90.0,90.0,120.0,P 3 m 1,-20.99,-6.11,,,,,61.09,82.66,61.09,82.66,,,,,0.0,3.79,3.79,1.29,1.36,1.36,0.03,3.45,3.45,0.7,-3.24,-3.24,-0.53,-0.22,-0.22,-0.17,ScOO,ScSS,-8.02,-3.59,-8.02,-3.59,-0.3
73,73,H,ScOSe,Sc,O,Se,210834-2,3.24,3.24,19.11,90.0,90.0,120.0,P 3 m 1,-20.74,-6.49,,,,,87.92,62.03,87.92,62.03,,,,,0.0,3.85,3.85,1.32,1.34,1.34,0.03,3.29,3.29,0.69,-3.31,-3.31,-0.55,0.02,0.02,-0.14,ScOO,ScSeSe,-8.02,-2.94,-8.02,-2.94,-1.01
74,74,H,ScOTe,Sc,O,Te,210852-2,3.35,3.35,19.11,90.0,90.0,120.0,P 3 m 1,-20.25,-6.36,,,,,-153.77,314.17,-153.77,314.17,,,,,0.0,4.51,4.51,1.36,48.64,48.49,0.04,2.99,2.99,0.67,-3.46,-3.46,-0.57,0.47,0.47,-0.1,ScOO,ScTeTe,-8.02,-2.22,-8.02,-2.22,-1.24
75,75,H,ScSSe,Sc,S,Se,211634-2,3.5,3.5,19.11,90.0,90.0,120.0,P 3 m 1,-17.1,-3.23,,,,,60.8,18.56,60.8,18.56,,,,,0.0,5.63,5.63,1.4,1.75,1.74,0.01,2.9,2.9,0.29,-2.84,-2.84,-0.18,-0.06,-0.06,-0.11,ScSS,ScSeSe,-3.59,-2.94,-3.59,-2.94,0.03
76,76,H,ScSTe,Sc,S,Te,211652-2,3.61,3.61,19.11,90.0,90.0,120.0,P 3 m 1,-16.87,-3.36,,,,,49.19,33.22,49.19,33.22,,,,,0.0,4.88,4.88,1.44,1.98,1.97,0.01,2.75,2.75,0.37,-3.03,-3.03,-0.25,0.28,0.28,-0.11,ScSS,ScTeTe,-3.59,-2.22,-3.59,-2.22,-0.45
77,77,H,ScSeTe,Sc,Se,Te,213452-2,3.67,3.67,19.11,90.0,90.0,120.0,P 3 m 1,-15.87,-2.99,,,,,45.34,28.87,45.34,28.87,,,,,0.0,5.39,5.39,1.47,1.95,1.94,0.01,2.61,2.61,0.28,-2.83,-2.83,-0.18,0.23,0.23,-0.1,ScSeSe,ScTeTe,-2.94,-2.22,-2.94,-2.22,-0.41
78,78,H,YOS,Y,O,S,390816-2,3.45,3.45,19.11,90.0,90.0,120.0,P 3 m 1,-21.09,-6.03,,,,,63.28,59.74,63.28,59.74,,,,,0.0,4.57,4.57,1.3,1.22,1.22,0.04,3.62,3.62,0.83,-3.09,-3.09,-0.61,-0.52,-0.52,-0.22,YOO,YSS,-8.09,-3.97,-8.09,-3.97,0.0
79,79,H,YOSe,Y,O,Se,390834-2,3.48,3.48,19.11,90.0,90.0,120.0,P 3 m 1,-20.9,-6.47,,,,,64.65,59.67,64.65,59.67,,,,,0.0,3.68,3.68,1.32,1.24,1.24,0.04,3.41,3.41,0.82,-3.16,-3.16,-0.62,-0.25,-0.25,-0.19,YOO,YSeSe,-8.09,-3.77,-8.09,-3.77,-0.54
80,80,H,YOTe,Y,O,Te,390852-2,3.55,3.55,19.11,90.0,90.0,120.0,P 3 m 1,-20.61,-6.54,,,,,79.78,49.72,79.78,49.72,,,,,0.0,3.87,3.87,1.37,1.64,1.63,0.05,3.13,3.13,0.8,-3.31,-3.31,-0.64,0.17,0.17,-0.15,YOO,YTeTe,-8.09,-2.48,-8.09,-2.48,-1.25
81,81,H,YSSe,Y,S,Se,391634-2,3.78,3.78,19.11,90.0,90.0,120.0,P 3 m 1,-17.43,-3.38,,,,,-199.57,188.45,-199.57,188.45,,,,,0.0,49.56,49.56,1.41,1.64,1.69,0.01,2.63,2.65,0.23,-3.78,-3.78,-0.22,1.15,1.13,-0.01,YSS,YSeSe,-3.97,-3.77,-3.97,-3.77,0.49
82,82,H,YSTe,Y,S,Te,391652-2,3.83,3.83,19.11,90.0,90.0,120.0,P 3 m 1,-17.27,-3.57,,,,,48.47,18.11,48.47,18.11,,,,,0.0,4.81,4.81,1.44,1.2,1.2,0.01,2.94,2.94,0.46,-2.92,-2.92,-0.32,-0.02,-0.02,-0.15,YSS,YTeTe,-3.97,-2.48,-3.97,-2.48,-0.35
83,83,H,YSeTe,Y,Se,Te,393452-2,3.89,3.89,19.11,90.0,90.0,120.0,P 3 m 1,-16.29,-3.23,,,,,43.11,17.37,43.11,17.37,,,,,0.0,5.83,5.83,1.48,1.27,1.27,0.01,2.76,2.76,0.31,-2.73,-2.73,-0.2,-0.03,-0.03,-0.11,YSeSe,YTeTe,-3.77,-2.48,-3.77,-2.48,-0.1
84,84,H,ScCBr,Sc,C,Br,210635-2,3.79,3.79,19.11,90.0,90.0,120.0,P 3 m 1,-16.86,0.11,,,,,67.59,42.61,67.59,42.61,,,,,0.0,2.51,2.51,1.27,1.2,1.2,0.02,3.6,3.6,0.43,-2.68,-2.68,-0.14,-0.92,-0.92,-0.29,ScCC,ScBrBr,2.11,-4.94,-4.94,2.11,1.52
85,85,H,ScCCl,Sc,C,Cl,210617-2,3.74,3.74,19.11,90.0,90.0,120.0,P 3 m 1,-17.44,-0.18,,,,,66.36,43.44,66.36,43.44,,,,,0.0,2.36,2.36,1.24,1.18,1.18,0.02,3.64,3.64,0.45,-2.71,-2.71,-0.1,-0.93,-0.93,-0.35,ScCC,ScClCl,2.11,-5.78,-5.78,2.11,1.66
86,86,H,ScCF,Sc,C,F,210609-2,3.23,3.23,19.11,90.0,90.0,120.0,P 3 m 1,-18.6,-1.34,-0.03,-1.65,-2.17,-2.17,63.62,28.15,63.62,28.15,-0.1,-4.65,-2.36,-2.36,0.35,18.21,18.21,1.22,2.08,2.07,0.03,2.67,2.69,0.66,-2.8,-2.8,-0.16,0.13,0.11,-0.49,ScCC,ScFF,2.11,-9.71,-9.71,2.11,2.46
87,87,H,ScCI,Sc,C,I,210653-2,3.87,3.87,19.11,90.0,90.0,120.0,P 3 m 1,-16.21,0.58,,,,,70.7,40.49,70.7,40.49,,,,,0.0,2.99,2.99,1.31,1.43,1.42,0.02,3.6,3.6,0.43,-2.58,-2.57,-0.21,-1.03,-1.03,-0.22,ScCC,ScII,2.11,-3.73,-3.73,2.11,1.39
88,88,H,ScGeBr,Sc,Ge,Br,213235-2,3.44,3.44,19.11,90.0,90.0,120.0,P 3 m 1,-14.27,-2.03,,,,,57.77,22.54,57.77,22.54,,,,,0.0,10.87,10.87,1.49,2.27,2.28,0.01,-0.17,-0.18,0.29,1.35,1.35,-0.06,-1.18,-1.18,-0.23,ScGeGe,ScBrBr,0.37,-4.94,-4.94,0.37,0.26
89,89,H,ScGeCl,Sc,Ge,Cl,213217-2,3.35,3.35,19.11,90.0,90.0,120.0,P 3 m 1,-15.1,-2.58,,,,,61.76,26.94,61.76,26.94,,,,,0.0,10.9,10.9,1.45,2.68,2.68,0.01,-0.25,-0.25,0.34,1.38,1.38,-0.05,-1.13,-1.13,-0.29,ScGeGe,ScClCl,0.37,-5.78,-5.78,0.37,0.13
90,90,H,ScGeF,Sc,Ge,F,213209-2,3.15,3.15,19.11,90.0,90.0,120.0,P 3 m 1,-17.2,-4.66,,,,,66.44,37.39,66.44,37.39,,,,,0.0,13.18,13.18,1.36,3.04,3.04,0.04,-0.3,-0.3,0.6,1.33,1.34,-0.03,-1.03,-1.03,-0.57,ScGeGe,ScFF,0.37,-9.71,-9.71,0.37,0.01
91,91,H,ScGeI,Sc,Ge,I,213253-2,3.62,3.62,19.11,90.0,90.0,120.0,P 3 m 1,-13.2,-1.14,,,,,47.06,29.24,47.06,29.24,,,,,0.0,16.04,16.04,1.53,2.05,2.06,0.0,-0.39,-0.39,0.2,1.49,1.49,-0.06,-1.11,-1.11,-0.14,ScGeGe,ScII,0.37,-3.73,-3.73,0.37,0.55
92,92,H,ScSiBr,Sc,Si,Br,211435-2,3.41,3.41,19.11,90.0,90.0,120.0,P 3 m 1,-14.57,-1.4,,,,,59.88,25.39,59.88,25.39,,,,,0.0,12.22,12.22,1.48,1.96,1.96,0.01,-0.4,-0.4,0.31,1.54,1.54,-0.09,-1.14,-1.14,-0.22,ScSiSi,ScBrBr,1.28,-4.94,-4.94,1.28,0.43
93,93,H,ScSiCl,Sc,Si,Cl,211417-2,3.31,3.31,19.11,90.0,90.0,120.0,P 3 m 1,-15.43,-1.98,,,,,60.04,26.67,60.04,26.67,,,,,0.0,10.7,10.7,1.45,2.32,2.32,0.01,-0.43,-0.43,0.36,1.57,1.57,-0.08,-1.14,-1.14,-0.28,ScSiSi,ScClCl,1.28,-5.78,-5.78,1.28,0.28
94,94,H,ScSiF,Sc,Si,F,211409-2,3.1,3.1,19.11,90.0,90.0,120.0,P 3 m 1,-17.62,-4.16,,,,,65.63,31.42,68.22,31.42,,,,,0.0,12.7,12.7,1.36,3.7,3.7,0.04,-0.6,-0.6,0.61,1.84,1.84,-0.06,-1.24,-1.24,-0.55,ScSiSi,ScFF,1.28,-9.71,-9.71,1.28,0.06
95,95,H,ScSiI,Sc,Si,I,211453-2,3.61,3.61,19.11,90.0,90.0,120.0,P 3 m 1,-13.47,-0.47,,,,,49.57,23.84,49.57,23.84,,,,,0.0,13.61,13.61,1.52,2.03,2.03,0.0,-0.72,-0.72,0.22,1.72,1.72,-0.08,-1.0,-1.0,-0.14,ScSiSi,ScII,1.28,-3.73,-3.73,1.28,0.75
96,96,H,ScSnBr,Sc,Sn,Br,215035-2,3.53,3.53,19.11,90.0,90.0,120.0,P 3 m 1,-13.95,-2.36,,,,,45.82,27.32,45.82,27.32,,,,,0.0,14.34,14.34,1.53,2.29,2.3,0.01,-0.4,-0.4,0.29,1.37,1.37,-0.04,-0.97,-0.97,-0.25,ScSnSn,ScBrBr,-0.05,-4.94,-4.94,-0.05,0.14
97,97,H,ScSnCl,Sc,Sn,Cl,215017-2,3.44,3.44,19.11,90.0,90.0,120.0,P 3 m 1,-14.72,-2.85,,,,,-75.7,158.18,-75.7,158.18,,,,,0.0,19.87,19.87,1.5,4.84,4.84,0.01,-0.86,-0.86,0.33,1.89,1.89,-0.03,-1.03,-1.03,-0.3,ScSnSn,ScClCl,-0.05,-5.78,-5.78,-0.05,0.07
98,98,H,ScSnF,Sc,Sn,F,215009-2,3.25,3.25,19.11,90.0,90.0,120.0,P 3 m 1,-16.72,-4.83,,,,,62.04,21.58,62.04,21.58,,,,,0.0,26.79,26.79,1.4,6.61,6.6,0.04,0.24,0.24,0.58,1.65,1.65,0.0,-1.89,-1.89,-0.58,ScSnSn,ScFF,-0.05,-9.71,-9.71,-0.05,0.05
99,99,H,ScSnI,Sc,Sn,I,215053-2,3.69,3.69,19.11,90.0,90.0,120.0,P 3 m 1,-12.97,-1.56,,,,,53.19,19.97,53.19,19.97,,,,,0.0,13.97,13.97,1.58,1.89,1.89,0.0,-0.26,-0.27,0.22,1.33,1.33,-0.06,-1.06,-1.06,-0.16,ScSnSn,ScII,-0.05,-3.73,-3.73,-0.05,0.33
100,100,H,YCBr,Y,C,Br,390635-2,4.05,4.05,19.11,90.0,90.0,120.0,P 3 m 1,-17.07,0.08,,,,,58.71,39.86,58.71,39.86,,,,,0.0,2.4,2.4,1.27,0.92,0.92,0.02,3.46,3.46,0.49,-2.53,-2.53,-0.18,-0.93,-0.93,-0.31,YCC,YBrBr,2.08,-5.36,-5.36,2.08,1.72
101,101,H,YCCl,Y,C,Cl,390617-2,4.01,4.01,19.11,90.0,90.0,120.0,P 3 m 1,-17.62,-0.18,,,,,59.14,40.64,59.14,40.64,,,,,0.0,2.27,2.27,1.24,0.93,0.93,0.03,3.51,3.51,0.52,-2.56,-2.56,-0.15,-0.95,-0.95,-0.38,YCC,YClCl,2.08,-6.13,-6.13,2.08,1.85
102,102,H,YCF,Y,C,F,390609-2,3.83,3.83,19.11,90.0,90.0,120.0,P 3 m 1,-18.86,-1.41,,,,,52.02,33.22,52.02,33.22,,,,,0.0,2.46,2.46,1.18,1.52,1.52,0.05,3.6,3.6,0.72,-2.66,-2.66,-0.06,-0.94,-0.94,-0.65,YCC,YFF,2.08,-9.81,-9.81,2.08,2.45
103,103,H,YCI,Y,C,I,390653-2,4.12,4.12,19.11,90.0,90.0,120.0,P 3 m 1,-16.51,0.47,,,,,60.25,39.21,60.25,39.21,,,,,0.0,2.68,2.68,1.31,0.93,0.93,0.02,3.42,3.42,0.47,-2.47,-2.47,-0.25,-0.95,-0.94,-0.22,YCC,YII,2.08,-4.24,-4.24,2.08,1.55
104,104,H,YGeBr,Y,Ge,Br,393235-2,3.64,3.64,19.11,90.0,90.0,120.0,P 3 m 1,-14.59,-2.17,,,,,42.73,27.69,42.73,27.69,,,,,0.0,11.09,11.09,1.5,2.02,2.03,0.01,-0.2,-0.2,0.32,1.43,1.43,-0.05,-1.23,-1.23,-0.28,YGeGe,YBrBr,0.76,-5.36,-5.36,0.76,0.13
105,105,H,YGeCl,Y,Ge,Cl,393217-2,3.56,3.56,19.11,90.0,90.0,120.0,P 3 m 1,-15.33,-2.62,,,,,46.25,24.31,46.25,24.31,,,,,0.0,9.46,9.46,1.46,2.33,2.33,0.01,-0.14,-0.14,0.39,1.39,1.4,-0.04,-1.25,-1.25,-0.34,YGeGe,YClCl,0.76,-6.13,-6.13,0.76,0.07
106,106,H,YGeF,Y,Ge,F,393209-2,3.4,3.4,19.11,90.0,90.0,120.0,P 3 m 1,-17.27,-4.56,,,,,58.59,27.02,58.59,27.02,,,,,0.0,10.51,10.51,1.37,2.53,2.54,0.04,-0.07,-0.07,0.65,1.35,1.35,-0.04,-1.27,-1.27,-0.61,YGeGe,YFF,0.76,-9.81,-9.81,0.76,-0.03
107,107,H,YGeI,Y,Ge,I,393253-2,3.78,3.78,19.11,90.0,90.0,120.0,P 3 m 1,-13.67,-1.43,,,,,42.53,24.82,42.53,24.82,,,,,0.0,14.82,14.82,1.55,2.21,2.22,0.01,-0.42,-0.43,0.23,1.58,1.59,-0.04,-1.16,-1.16,-0.19,YGeGe,YII,0.76,-4.24,-4.24,0.76,0.32
108,108,H,YSiBr,Y,Si,Br,391435-2,3.61,3.61,19.11,90.0,90.0,120.0,P 3 m 1,-14.84,-1.49,,,,,42.43,27.52,42.43,27.52,,,,,0.0,12.15,12.15,1.49,2.34,2.35,0.01,-0.55,-0.56,0.34,1.77,1.77,-0.07,-1.22,-1.22,-0.27,YSiSi,YBrBr,1.95,-5.36,-5.36,1.95,0.22
109,109,H,YSiCl,Y,Si,Cl,391417-2,3.53,3.53,19.11,90.0,90.0,120.0,P 3 m 1,-15.59,-1.95,,,,,43.29,23.75,43.29,23.75,,,,,0.0,11.31,11.31,1.45,2.4,2.41,0.01,-0.49,-0.49,0.4,1.74,1.74,-0.07,-1.25,-1.25,-0.33,YSiSi,YClCl,1.95,-6.13,-6.13,1.95,0.13
110,110,H,YSiF,Y,Si,F,391409-2,3.36,3.36,19.11,90.0,90.0,120.0,P 3 m 1,-17.59,-3.94,,,,,57.09,29.05,57.09,29.05,,,,,0.0,10.98,10.98,1.36,3.03,3.03,0.04,-0.26,-0.26,0.68,1.61,1.61,-0.07,-1.35,-1.35,-0.61,YSiSi,YFF,1.95,-9.81,-9.81,1.95,-0.01
111,111,H,YSiI,Y,Si,I,391453-2,3.78,3.78,19.11,90.0,90.0,120.0,P 3 m 1,-13.9,-0.72,,,,,37.61,12.3,37.61,12.3,,,,,0.0,14.01,14.01,1.53,2.71,2.71,0.01,-0.96,-0.96,0.25,2.05,2.05,-0.06,-1.09,-1.09,-0.18,YSiSi,YII,1.95,-4.24,-4.24,1.95,0.42
112,112,H,YSnBr,Y,Sn,Br,395035-2,3.71,3.71,19.11,90.0,90.0,120.0,P 3 m 1,-14.35,-2.58,,,,,48.62,19.57,48.62,19.57,,,,,0.0,10.69,10.69,1.55,1.88,1.88,0.01,-0.29,-0.29,0.34,1.4,1.4,-0.04,-1.11,-1.11,-0.3,YSnSn,YBrBr,-0.02,-5.36,-5.36,-0.02,0.11
113,113,H,YSnCl,Y,Sn,Cl,395017-2,3.64,3.64,19.11,90.0,90.0,120.0,P 3 m 1,-15.06,-3.0,,,,,48.97,20.97,48.97,20.97,,,,,0.0,11.69,11.69,1.51,2.0,2.0,0.02,-0.37,-0.37,0.4,1.43,1.43,-0.04,-1.06,-1.06,-0.36,YSnSn,YClCl,-0.02,-6.13,-6.13,-0.02,0.07
114,114,H,YSnF,Y,Sn,F,395009-2,3.49,3.49,19.11,90.0,90.0,120.0,P 3 m 1,-16.92,-4.86,,,,,45.44,38.68,45.44,38.68,,,,,0.0,14.25,14.25,1.41,3.26,3.26,0.05,-0.39,-0.39,0.65,1.44,1.44,-0.02,-1.05,-1.05,-0.63,YSnSn,YFF,-0.02,-9.81,-9.81,-0.02,0.05
115,115,H,YSnI,Y,Sn,I,395053-2,3.83,3.83,19.11,90.0,90.0,120.0,P 3 m 1,-13.48,-1.88,,,,,47.04,18.17,47.04,18.17,,,,,0.0,11.18,11.18,1.6,1.97,1.97,0.01,-0.2,-0.21,0.25,1.36,1.36,-0.05,-1.15,-1.15,-0.21,YSnSn,YII,-0.02,-4.24,-4.24,-0.02,0.24
116,116,H,ScAsO,Sc,As,O,213308-2,3.17,3.17,19.11,90.0,90.0,120.0,P 3 m 1,-21.15,-5.73,,,,,99.59,48.25,99.59,48.25,,,,,0.0,5.86,5.86,1.36,1.16,1.16,0.03,2.78,2.78,0.59,0.91,0.91,-0.06,-3.69,-3.69,-0.53,ScAsAs,ScOO,-0.69,-8.02,-8.02,-0.69,-1.38
117,117,H,ScAsS,Sc,As,S,213316-2,3.41,3.41,19.11,90.0,90.0,120.0,P 3 m 1,-17.2,-2.16,,,,,34.06,8.03,34.06,8.03,,,,,0.0,35.36,35.36,1.45,14.23,14.16,0.01,2.29,2.29,0.29,1.3,1.29,-0.05,-3.59,-3.59,-0.23,ScAsAs,ScSS,-0.69,-3.59,-3.59,-0.69,-0.02
118,118,H,ScAsSe,Sc,As,Se,213334-2,3.41,3.41,19.11,90.0,90.0,120.0,P 3 m 1,-16.13,-1.73,,,,,8.49,70.3,8.49,70.3,,,,,0.0,52.21,52.21,1.49,5.06,5.05,0.0,0.61,0.55,0.19,1.19,1.21,-0.05,-1.79,-1.75,-0.14,ScAsAs,ScSeSe,-0.69,-2.94,-2.94,-0.69,0.09
119,119,H,ScAsTe,Sc,As,Te,213352-2,3.46,3.46,19.11,90.0,90.0,120.0,P 3 m 1,-15.27,-1.22,,,,,22.78,61.56,22.78,61.56,,,,,0.0,12.34,12.34,1.54,3.48,3.49,0.0,-0.25,-0.25,0.06,1.21,1.21,-0.03,-0.96,-0.96,-0.04,ScAsAs,ScTeTe,-0.69,-2.22,-2.22,-0.69,0.23
120,120,H,ScBiO,Sc,Bi,O,218308-2,3.34,3.34,19.11,90.0,90.0,120.0,P 3 m 1,-20.61,-5.99,,,,,88.53,81.14,88.53,81.14,,,,,0.0,7.4,7.4,1.42,1.74,1.74,0.03,3.0,3.0,0.59,1.17,1.17,-0.03,-4.17,-4.17,-0.55,ScBiBi,ScOO,-0.69,-8.02,-8.02,-0.69,-1.63
121,121,H,ScBiS,Sc,Bi,S,218316-2,3.58,3.58,19.11,90.0,90.0,120.0,P 3 m 1,-17.07,-2.82,,,,,58.62,30.7,58.62,30.7,,,,,0.0,12.91,12.91,1.5,7.45,7.42,0.01,2.17,2.17,0.29,1.11,1.1,-0.04,-3.27,-3.27,-0.25,ScBiBi,ScSS,-0.69,-3.59,-3.59,-0.69,-0.69
122,122,H,ScBiSe,Sc,Bi,Se,218334-2,3.63,3.63,19.11,90.0,90.0,120.0,P 3 m 1,-16.02,-2.41,,,,,52.54,28.6,52.54,28.6,,,,,0.0,16.31,16.31,1.54,7.6,7.58,0.0,1.97,1.97,0.25,1.16,1.16,-0.05,-3.13,-3.13,-0.2,ScBiBi,ScSeSe,-0.69,-2.94,-2.94,-0.69,-0.59
123,123,H,ScBiTe,Sc,Bi,Te,218352-2,3.66,3.66,19.11,90.0,90.0,120.0,P 3 m 1,-14.72,-1.46,,,,,34.71,47.13,34.71,47.13,,,,,0.0,184.96,184.96,1.61,5.06,4.98,0.0,0.52,0.41,0.14,1.23,1.26,-0.02,-1.75,-1.67,-0.12,ScBiBi,ScTeTe,-0.69,-2.22,-2.22,-0.69,-0.0
124,124,H,ScNO,Sc,N,O,210708-2,3.44,3.44,19.11,90.0,90.0,120.0,P 3 m 1,-23.66,-4.59,-0.0,0.18,-0.95,-0.95,97.89,60.12,97.89,60.12,-0.0,0.48,-0.6,-0.6,1.57,1.81,1.81,1.17,0.76,0.76,0.04,3.65,3.65,0.73,-2.42,-2.42,-0.25,-1.23,-1.23,-0.48,ScNN,ScOO,-1.0,-8.02,-8.02,-1.0,-0.08
125,125,H,ScNS,Sc,N,S,210716-2,3.66,3.66,19.11,90.0,90.0,120.0,P 3 m 1,-21.55,-2.86,-0.0,-0.16,0.62,0.62,84.21,50.59,84.21,50.59,-0.0,-0.47,0.46,0.46,0.9,2.2,2.2,1.23,0.75,0.75,0.02,3.5,3.5,0.52,-2.18,-2.18,-0.4,-1.33,-1.33,-0.11,ScNN,ScSS,-1.0,-3.59,-3.59,-1.0,-0.57
126,126,H,ScNSe,Sc,N,Se,210734-2,3.7,3.7,19.11,90.0,90.0,120.0,P 3 m 1,-20.57,-2.51,,,,,82.56,47.13,82.56,47.13,,,,,0.0,2.51,2.51,1.25,0.85,0.85,0.02,3.46,3.46,0.48,-2.03,-2.03,-0.4,-1.43,-1.43,-0.08,ScNN,ScSeSe,-1.0,-2.94,-2.94,-1.0,-0.54
127,127,H,ScNTe,Sc,N,Te,210752-2,3.7,3.7,19.11,90.0,90.0,120.0,P 3 m 1,-19.53,-1.83,,,,,70.62,40.57,70.62,40.57,,,,,0.0,23.93,23.93,1.37,1.17,1.16,0.01,4.54,4.51,0.22,-2.32,-2.35,-0.21,-2.22,-2.16,-0.0,ScNN,ScTeTe,-1.0,-2.22,-2.22,-1.0,-0.21
128,128,H,ScPO,Sc,P,O,211508-2,3.12,3.12,19.11,90.0,90.0,120.0,P 3 m 1,-21.25,-5.13,,,,,97.23,47.31,97.23,47.31,,,,,0.0,5.08,5.08,1.34,1.09,1.09,0.02,2.75,2.75,0.59,0.87,0.86,-0.07,-3.62,-3.62,-0.51,ScPP,ScOO,0.04,-8.02,-8.02,0.04,-1.13
129,129,H,ScPS,Sc,P,S,211516-2,3.38,3.38,19.11,90.0,90.0,120.0,P 3 m 1,-17.22,-1.48,,,,,46.35,33.58,46.35,33.58,,,,,0.0,119.36,119.36,1.43,0.89,0.91,0.01,1.05,1.07,0.25,2.35,2.34,-0.05,-3.41,-3.41,-0.21,ScPP,ScSS,0.04,-3.59,-3.59,0.04,0.29
130,130,H,ScPSe,Sc,P,Se,211534-2,3.31,3.31,19.11,90.0,90.0,120.0,P 3 m 1,-16.35,-1.24,,,,,-0.38,85.19,-0.38,85.19,,,,,0.0,11.36,11.36,1.47,5.5,5.5,0.0,1.15,1.15,0.16,0.79,0.79,-0.06,-1.94,-1.94,-0.1,ScPP,ScSeSe,0.04,-2.94,-2.94,0.04,0.22
131,131,H,ScPTe,Sc,P,Te,211552-2,3.43,3.43,19.11,90.0,90.0,120.0,P 3 m 1,-15.64,-0.89,,,,,12.19,85.17,12.19,85.17,,,,,0.0,21.17,21.17,1.52,0.29,0.29,0.0,-0.89,-0.89,-0.01,0.77,0.77,-0.01,0.12,0.12,0.01,ScPP,ScTeTe,0.04,-2.22,-2.22,0.04,0.2
132,132,H,ScSbO,Sc,Sb,O,215108-2,3.27,3.27,19.11,90.0,90.0,120.0,P 3 m 1,-20.88,-6.0,,,,,114.54,43.63,114.54,43.63,,,,,0.0,7.33,7.33,1.4,1.46,1.46,0.03,2.85,2.85,0.58,1.21,1.21,-0.03,-4.06,-4.06,-0.54,ScSbSb,ScOO,-0.75,-8.02,-8.02,-0.75,-1.61
133,133,H,ScSbS,Sc,Sb,S,215116-2,3.51,3.51,19.11,90.0,90.0,120.0,P 3 m 1,-17.17,-2.67,,,,,49.08,33.29,49.08,33.29,,,,,0.0,27.84,27.84,1.49,10.12,10.08,0.01,1.6,1.6,0.29,1.47,1.47,-0.04,-3.07,-3.07,-0.25,ScSbSb,ScSS,-0.75,-3.59,-3.59,-0.75,-0.5
